Orbit,Sub-Solar Lat,Observation,Day of Year,Sequence,MET,Start UTC,End UTC,Sequence ID,Filters,Nonzero Exp Images,Zero Exp Images,Compression,Observation,Brief Description,Detailed Description,Predict Plot,Predict Plot,Predict Plot
,,OPN_325A_KL,2000-325,00318,0150101744-0150102426,2000-325T03:38:30,2000-325T03:49:52,27,4,12,0,table5,OPN_325A_KL,3x4 mosaic,opnav.txt,opn_325a_kl.gif,,
193,-53.4,MSI_7ColorMidSo_325a,2000-325,00318,0150116594-0150117451,2000-325T07:46:00,2000-325T08:00:17,"22,21","1,2,3,4,5,6,7",35,40,lossless,MSI_7ColorMidSo_325a,2x2 + 1x1 Mosaic with center frame,color200.txt,msi_7colormidso_325a.gif,,
,,MSI_7ColorMidSo_325b,2000-325,00318,0150118634-0150119491,2000-325T08:20:00,2000-325T08:34:17,"22,21","1,2,3,4,5,6,7",35,40,lossless,MSI_7ColorMidSo_325b,2x2 + 1x1 Mosaic with center frame,color200.txt,msi_7colormidso_325b.gif,,
,,MSI_7ColorMidSo_325c,2000-325,00318,0150120234-0150120919,2000-325T08:46:40,2000-325T08:58:05,"22,21","1,2,3,4,5,6,7",42,48,lossless,MSI_7ColorMidSo_325c,2x3 Mosaic with center frame,color200.txt,msi_7colormidso_325c.gif,,
,,MSI_7ColorMidSo_325d,2000-325,00318,0150123844-0150124579,2000-325T09:46:50,2000-325T09:59:05,"22,21","1,2,3,4,5,6,7",42,48,lossless,MSI_7ColorMidSo_325d,1x6 Mosaic with center frame,color200.txt,msi_7colormidso_325d.gif,,
,,MSI_7ColorMidSo_325e,2000-325,00318,0150127034-0150127891,2000-325T10:40:00,2000-325T10:54:17,"22,21","1,2,3,4,5,6,7",34,40,lossless,MSI_7ColorMidSo_325e,2x2 + 1x1 Mosaic with center frame,color200.txt,msi_7colormidso_325e.gif,,
,,MSI_7ColorMidSo_325f,2000-325,00318,0150128594-0150129451,2000-325T11:06:00,2000-325T11:20:17,"22,21","1,2,3,4,5,6,7",35,40,lossless,MSI_7ColorMidSo_325f,2x2 + 1x1 Mosaic with center frame,color200.txt,msi_7colormidso_325f.gif,,
,,OPN_325B_KL,2000-325,00318,0150130244-0150130926,2000-325T11:33:30,2000-325T11:44:52,27,4,12,0,table5,OPN_325B_KL,3x4 mosaic,opnav.txt,opn_325b_kl.gif,,
,,OPN_325C_KL,2000-325,00325,0150167444-0150168126,2000-325T21:53:30,2000-325T22:04:52,27,4,12,0,table5,OPN_325C_KL,3x4 mosaic,opnav.txt,opn_325c_kl.gif,,
,,MSI_ParkDarkStar_325,2000-325,00325,0150172694-0150172820,2000-325T23:21:00,2000-325T23:23:06,"29,1","0,7",8,0,lossless,MSI_ParkDarkStar_325,4 filter 0 images during ParkMode for temp vs pt; 4 filter 7 images for dark current,,.,,
,,MSI_Flyover_326,2000-326,00325,0150185234-0150189036,2000-326T02:50:00,2000-326T03:53:22,30,4,20,20,table5,MSI_Flyover_326,scan across region while imaging,flyover.txt,msi_flyover_326.gif,,
193 km,-53.7,MSI7ColorSoPoleLat326,2000-326,00325,0150192434-0150206888,2000-326T04:50:00,2000-326T08:50:54,"22,21","1,2,3,4,5,6,7",91,96,lossless,MSI7ColorSoPoleLat326,7 Filter set covering the South Noses,color200.txt,msi7colorsopolelat326.gif,,
,,OPN_327A_KL,2000-327,00325,0150279944-0150280626,2000-327T05:08:30,2000-327T05:19:52,27,4,12,0,table5,OPN_327A_KL,3x4 mosaic,opnav.txt,opn_327a_kl.gif,,
,,MSI_ParkDarkStar_327,2000-327,00325,0150285194-0150285320,2000-327T06:36:00,2000-327T06:38:06,"29,1","0,7",8,0,lossless,MSI_ParkDarkStar_327,4 filter 0 images during ParkMode for temp vs pt; 4 filter 7 images for dark current,,.,,
,,MSI_7ColorMidSo_327a,2000-327,00325,0150296034-0150296489,2000-327T09:36:40,2000-327T09:44:15,"22,21","1,2,3,4,5,6,7",28,32,lossless,MSI_7ColorMidSo_327a,2x2 Mosaic,color200.txt,msi_7colormidso_327a.gif,,
,,MSI_7ColorMidSo_327b,2000-327,00325,0150297309-0150298224,2000-327T09:57:55,2000-327T10:13:10,"22,21","1,2,3,4,5,6,7",35,40,lossless,MSI_7ColorMidSo_327b,1x1 + 2x2 Mosaic,color200.txt,msi_7colormidso_327b.gif,,
,,MSI_7ColorMidSo_327c,2000-327,00325,0150300244-0150300979,2000-327T10:46:50,2000-327T10:59:05,"22,21","1,2,3,4,5,6,7",42,48,lossless,MSI_7ColorMidSo_327c,1x6 Mosaic,color200.txt,msi_7colormidso_327c.gif,,
,,MSI_7ColorMidSo_327d,2000-327,00325,0150303844-0150304299,2000-327T11:46:50,2000-327T11:54:25,"22,21","1,2,3,4,5,6,7",28,32,lossless,MSI_7ColorMidSo_327d,4x1 Mosaic,color200.txt,msi_7colormidso_327d.gif,,
,,MSI_7ColorMidSo_327e,2000-327,00325,0150305034-0150305891,2000-327T12:06:40,2000-327T12:20:57,"22,21","1,2,3,4,5,6,7",35,40,lossless,MSI_7ColorMidSo_327e,2x2 + 1x1 Mosaic,color200.txt,msi_7colormidso_327e.gif,,
,,MSI_7ColorMidSo_327f,2000-327,00325,0150306414-0150307271,2000-327T12:29:40,2000-327T12:43:57,"22,21","1,2,3,4,5,6,7",35,40,lossless,MSI_7ColorMidSo_327f,2x2 + 1x1 Mosaic,color200.txt,msi_7colormidso_327f.gif,,
,,OPN_327B_KL,2000-327,00325,0150308744-0150309178,2000-327T13:08:30,2000-327T13:15:44,27,4,8,0,table5,OPN_327B_KL,2x4 mosaic,opnav.txt,opn_327b_kl.gif,,
196 km,-54.4,MSI_NLRide_327,2000-327,00325,0150326474-0150328476,2000-327T18:04:00,2000-327T18:37:22,30,4,6,6,table5,MSI_NLRide_327,Point nadir and take NLR support images,,msi_nlride_327.gif,,
,,OPN_327C_KL,2000-327,00325,0150329504-0150329938,2000-327T18:54:30,2000-327T19:01:44,27,4,8,0,table5,OPN_327C_KL,2x4 mosaic,opnav.txt,opn_327c_kl.gif,,
,,OPN_328A_KL,2000-328,00325,0150362444-0150363126,2000-328T04:03:30,2000-328T04:14:52,27,4,12,0,table5,OPN_328A_KL,3x4 mosaic,opnav.txt,opn_328a_kl.gif,,
,,MSI_ParkStar_328,2000-328,00325,0150367694-0150367700,2000-328T05:31:00,2000-328T05:31:06,29,0,4,0,lossless,MSI_ParkStar_328,Take images during ParkMode for temp vs pt,,.,,
,,MSI_RegGlobal_328,2000-328,00325,0150379934-0150380432,2000-328T08:55:00,2000-328T09:03:18,30,4,9,9,table5,MSI_RegGlobal_328,3x3 image of region,,msi_regglobal_328.gif,,
,,MSI_NLRide_328,2000-328,00325,0150382034-0150384336,2000-328T09:30:00,2000-328T10:08:22,30,4,24,24,table5,MSI_NLRide_328,Point nadir and take NLR support images,,msi_nlride_328.gif,,
,,OPN_328B_KL,2000-328,00325,0150405944-0150406626,2000-328T16:08:30,2000-328T16:19:52,27,4,12,0,table5,OPN_328B_KL,3x4 mosaic,opnav.txt,opn_328b_kl.gif,,
,,MSI_7ColorSaddle_328,2000-328,00325,0150411444-0150412599,2000-328T17:40:10,2000-328T17:59:25,"22,21","1,2,3,4,5,6,7",63,72,lossless,MSI_7ColorSaddle_328,9x1 Mosaic,color200.txt,msi_7colorsaddle_328.gif,,
,,MSI_7Color_Paw_328,2000-328,00325,0150418644-0150419659,2000-328T19:40:10,2000-328T19:57:05,"22,21","1,2,3,4,5,6,7",56,64,lossless,MSI_7Color_Paw_328,8x1 Mosaic,color200.txt,msi_7color_paw_328.gif,,
,,OPN_328C_KL,2000-329,00325,0150434624-0150435058,2000-329T00:06:30,2000-329T00:13:44,27,4,8,0,table5,OPN_328C_KL,2x4 mosaic,opnav.txt,opn_328c_kl.gif,,
198 km,-55.0,OPN_329A_KL,2000-329,00325,0150461444-0150462126,2000-329T07:33:30,2000-329T07:44:52,27,4,12,0,table5,OPN_329A_KL,3x4 mosaic,opnav.txt,opn_329a_kl.gif,,
,,MSI_NLRide_329,2000-329,00325,0150462794-0150464996,2000-329T07:56:00,2000-329T08:32:42,30,4,12,12,table5,MSI_NLRide_329,Point nadir and take NLR support images,,msi_nlride_329.gif,,
,,MSI_MidNoGlobals_329,2000-329,00325,0150477934-0150493018,2000-329T12:08:20,2000-329T16:19:44,30,4,115,115,table5,MSI_MidNoGlobals_329,series of mosaics,globalmovies.txt,msi_midnoglobals_329.gif,,
,,OPN_329B_KL,2000-329,00325,0150502124-0150502806,2000-329T18:51:30,2000-329T19:02:52,27,4,12,0,table5,OPN_329B_KL,3x4 mosaic,opnav.txt,opn_329b_kl.gif,,
,,OPN_330A_KL,2000-330,00325,0150535244-0150535926,2000-330T04:03:30,2000-330T04:14:52,27,4,12,0,table5,OPN_330A_KL,3x4 mosaic,opnav.txt,opn_330a_kl.gif,,
,,MSI_ParkStar_330,2000-330,00325,0150540494-0150540500,2000-330T05:31:00,2000-330T05:31:06,29,0,4,0,lossless,MSI_ParkStar_330,Take images during ParkMode for temp vs pt,,.,,
,,MSI_7ColorTarget_330a,2000-330,00325,0150549434-0150553649,2000-330T08:00:00,2000-330T09:10:15,"22,21","1,2,3,4,5,6,7",84,96,lossless,MSI_7ColorTarget_330a,target area for 7 color set,color200.txt,msi_7colortarget_330a.gif,,
,,MSI_NLRide_330,2000-330,00325,0150559634-0150561836,2000-330T10:50:00,2000-330T11:26:42,30,4,12,12,table5,MSI_NLRide_330,Point nadir and take NLR support images,,msi_nlride_330.gif,,
,,OPN_330B_KL,2000-330,00325,0150564344-0150565026,2000-330T12:08:30,2000-330T12:19:52,27,4,12,0,table5,OPN_330B_KL,3x4 mosaic,opnav.txt,opn_330b_kl.gif,,
,,MSI_7ColorTarget_330b,2000-330,00325,0150566834-0150568769,2000-330T12:50:00,2000-330T13:22:15,"22,21","1,2,3,4,5,6,7",42,48,lossless,MSI_7ColorTarget_330b,target area for 7 color set,color200.txt,msi_7colortarget_330b.gif,,
198 km,-55.6,MSI_7ColorTarget_330c,2000-330,00325,0150569214-0150571149,2000-330T13:29:40,2000-330T14:01:55,"22,21","1,2,3,4,5,6,7",42,48,lossless,MSI_7ColorTarget_330c,target area for 7 color set,color200.txt,msi_7colortarget_330c.gif,,
,,MSI_RegGlobal_330,2000-330,00325,0150578834-0150579766,2000-330T16:10:00,2000-330T16:25:32,30,4,16,16,table5,MSI_RegGlobal_330,4x4 image of region,,msi_regglobal_330.gif,,
,,MSI_7ColorTarget_330d,2000-330,00325,0150580454-0150581857,2000-330T16:37:00,2000-330T17:00:23,"22,21","1,2,3,4,5,6,7",28,32,lossless,MSI_7ColorTarget_330d,target area for 7 color set,color200.txt,msi_7colortarget_330d.gif,,
,,MSI_7ColorTarget_330e,2000-330,00325,0150583334-0150585649,2000-330T17:25:00,2000-330T18:03:35,"22,21","1,2,3,4,5,6,7",42,48,lossless,MSI_7ColorTarget_330e,target area for 7 color set,color200.txt,msi_7colortarget_330e.gif,,
,,OPN_330C_KL,2000-330,00325,0150588524-0150589206,2000-330T18:51:30,2000-330T19:02:52,27,4,12,0,table5,OPN_330C_KL,3x4 mosaic,opnav.txt,opn_330c_kl.gif,,
,,OPN_331A_KL,2000-331,00325,0150625244-0150625678,2000-331T05:03:30,2000-331T05:10:44,27,4,8,0,table5,OPN_331A_KL,2x4 mosaic,opnav.txt,opn_331a_kl.gif,,
,,MSI_ParkStar_331,2000-331,00325,0150630494-0150630500,2000-331T06:31:00,2000-331T06:31:06,29,0,4,0,lossless,MSI_ParkStar_331,Take images during ParkMode for temp vs pt,,.,,
,,MSI_HiNorthGlob_331,2000-331,00325,0150637134-0150650604,2000-331T08:21:40,2000-331T12:06:10,30,4,99,99,table5,MSI_HiNorthGlob_331,series of mosaics,globalmovies.txt,msi_hinorthglob_331.gif,,
,,MSI_NLRide_331,2000-331,00325,0150662234-0150664436,2000-331T15:20:00,2000-331T15:56:42,30,4,12,12,table5,MSI_NLRide_331,Point nadir and take NLR support images,,msi_nlride_331.gif,,
,,OPN_331B_KL,2000-331,00325,0150674624-0150675306,2000-331T18:46:30,2000-331T18:57:52,27,4,12,0,table5,OPN_331B_KL,3x4 mosaic,opnav.txt,opn_331b_kl.gif,,
195 km,-56.2,OPN_332A_KL,2000-332,00325,0150706544-0150706978,2000-332T03:38:30,2000-332T03:45:44,27,4,8,0,table5,OPN_332A_KL,2x4 mosaic,opnav.txt,opn_332a_kl.gif,,
,,MSI_NLRide_332,2000-332,00325,0150709094-0150711096,2000-332T04:21:00,2000-332T04:54:22,30,4,6,6,table5,MSI_NLRide_332,Point nadir and take NLR support images,,msi_nlride_332.gif,,
,,MSI7ColorMidNoLat_332,2000-332,00325,0150721634-0150738777,2000-332T07:50:00,2000-332T12:35:43,"22,21","1,2,3,4,5,6,7",105,120,lossless,MSI7ColorMidNoLat_332,7 Filter set covering the Mid South Lats,color200.txt,msi7colormidnolat_332.gif,,
,,OPN_332B_KL,2000-332,00325,0150743924-0150744420,2000-332T14:01:30,2000-332T14:09:46,27,4,9,0,table5,OPN_332B_KL,3x3 mosaic,opnav.txt,opn_332b_kl.gif,,
,,OPN_332_KL,2000-332,00332,0150766544-0150767226,2000-332T20:18:30,2000-332T20:29:52,27,4,12,0,table5,OPN_332_KL,3x4 mosaic,opnav.txt,opn_332c_kl.gif,,
,,MSI_ParkDarkStar_332,2000-332,00332,0150771854-0150771983,2000-332T21:47:00,2000-332T21:49:09,"29,1","0,7",8,0,lossless,MSI_ParkDarkStar_332,4 filter 0 images during ParkMode for temp vs pt; 4 filter 7 images for dark current,,.,,
,,MSI_3ColorFlyover_333,2000-333,00332,0150784334-0150790626,2000-333T01:15:00,2000-333T02:59:52,"20,19","1,3,4",195,260,lossless,MSI_3ColorFlyover_333,3 Filter set Flyover,color200.txt,msi_3colorflyover_333.gif,,
,,OPN_333A_KL,2000-333,00332,0150798344-0150799026,2000-333T05:08:30,2000-333T05:19:52,27,4,12,0,table5,OPN_333A_KL,3x4 mosaic,opnav.txt,opn_333a_kl.gif,,
,,MSI_7ColorEquat_333,2000-333,00332,0150801734-0150802493,2000-333T06:05:00,2000-333T06:17:39,"22,21","1,2,3,4,5,6,7",35,40,lossless,MSI_7ColorEquat_333,2x2 Mosaic with center frame in 7 filters,color200.txt,msi_7colorequat_333.gif,,
,,MSI_NLRide_333,2000-333,00332,0150803234-0150807836,2000-333T06:30:00,2000-333T07:46:42,30,4,24,24,table5,MSI_NLRide_333,Point nadir and take NLR support images,,msi_nlride_333.gif,,
193 km,-56.7,MSI_RegGlobal_333,2000-333,00332,0150811034-0150811966,2000-333T08:40:00,2000-333T08:55:32,30,4,16,16,table5,MSI_RegGlobal_333,4x4 image of region,,msi_regglobal_333.gif,,
,,OPN_333B_KL,2000-333,00332,0150820664-0150821346,2000-333T11:20:30,2000-333T11:31:52,27,4,12,0,table5,OPN_333B_KL,3x4 mosaic,opnav.txt,opn_333b_kl.gif,,
,,OPN_333C_KL,2000-333,00332,0150855944-0150856626,2000-333T21:08:30,2000-333T21:19:52,27,4,12,0,table5,OPN_333C_KL,3x4 mosaic,opnav.txt,opn_333c_kl.gif,,
,,MSI_ParkDarkStar_333,2000-333,00332,0150861254-0150861383,2000-333T22:37:00,2000-333T22:39:09,"29,1","0,7",8,0,lossless,MSI_ParkDarkStar_333,4 filter 0 images during ParkMode for temp vs pt; 4 filter 7 images for dark current,,.,,
,,MSI_NLRide_334,2000-334,00332,0150879434-0150884036,2000-334T03:40:00,2000-334T04:56:42,30,4,24,24,table5,MSI_NLRide_334,Point nadir and take NLR support images,,msi_nlride_334.gif,,
,,MSI_RegGlobal_334,2000-334,00332,0150884834-0150885766,2000-334T05:10:00,2000-334T05:25:32,30,4,16,16,table5,MSI_RegGlobal_334,4x4 image of region,,msi_regglobal_334.gif,,
,,OPN_334A_KL,2000-334,00332,0150888344-0150889026,2000-334T06:08:30,2000-334T06:19:52,27,4,12,0,table5,OPN_334A_KL,3x4 mosaic,opnav.txt,opn_334a_kl.gif,,
,,MSI_Flyover_334,2000-334,00332,0150890144-0150909922,2000-334T06:38:30,2000-334T12:08:08,30,4,310,310,table5,MSI_Flyover_334,Filter 4 images taken as asteroid moves across FOV,flyover.txt,msi_flyover_334.gif,,
,,OPN_334B_KL,2000-334,00332,0150913544-0150914226,2000-334T13:08:30,2000-334T13:19:52,27,4,12,0,table5,OPN_334B_KL,3x4 mosaic,opnav.txt,opn_334b_kl.gif,,
,,MSI_StarCal_334,2000-334,00332,0150937034-0150937040,2000-334T19:40:00,2000-334T19:40:06,29,0,4,0,lossless,MSI_StarCal_334,Point 90 deg off-nadir for temp vs pointing ,,msi_starcal_334.gif,,
192 km,-57.3,OPN_334C_KL,2000-334,00332,0150937664-0150938346,2000-334T19:50:30,2000-334T20:01:52,27,4,12,0,table5,OPN_334C_KL,3x4 mosaic,opnav.txt,opn_334c_kl.gif,,
,,OPN_335A_KL,2000-335,00332,0150967244-0150967926,2000-335T04:03:30,2000-335T04:14:52,27,4,12,0,table5,OPN_335A_KL,3x4 mosaic,opnav.txt,opn_335a_kl.gif,,
,,MSI_ParkStar_335,2000-335,00332,0150972554-0150972560,2000-335T05:32:00,2000-335T05:32:06,29,0,4,0,lossless,MSI_ParkStar_335,Take images during ParkMode for temp vs pt,,.,,
,,MSI_RegGlobal_335,2000-335,00332,0150977834-0150978766,2000-335T07:00:00,2000-335T07:15:32,30,4,16,16,table5,MSI_RegGlobal_335,4x4 image of region,,msi_regglobal_335.gif,,
,,MSI_7ColorMidSo_335a,2000-335,00332,0150981434-0150981891,2000-335T08:00:00,2000-335T08:07:37,"22,21","1,2,3,4,5,6,7",28,32,lossless,MSI_7ColorMidSo_335a,2x2 Mosaic with center frame in 7 filters,color200.txt,msi_7colormidso_335a.gif,,
,,MSI_7ColorMidSo_335b,2000-335,00332,0150982156-0150983393,2000-335T08:12:02,2000-335T08:32:39,"22,21","1,2,3,4,5,6,7",42,48,lossless,MSI_7ColorMidSo_335b,2x2 Mosaic with center frame in 7 filters,color200.txt,msi_7colormidso_335b.gif,,
,,MSI_NLRide_335,2000-335,00332,0150993734-0150998336,2000-335T11:25:00,2000-335T12:41:42,30,4,24,24,table5,MSI_NLRide_335,Point nadir and take NLR support images,,msi_nlride_335.gif,,
,,OPN_335B_KL,2000-335,00332,0151003364-0151004046,2000-335T14:05:30,2000-335T14:16:52,27,4,12,0,table5,OPN_335B_KL,3x4 mosaic,opnav.txt,opn_335b_kl.gif,,
,,OPN_335C_KL,2000-335,00332,0151023944-0151024626,2000-335T19:48:29,2000-335T19:59:51,27,4,12,0,table5,OPN_335C_KL,3x4 mosaic,opnav.txt,opn_335c_kl.gif,,
,,MSI_HighSoGlobals_335,2000-335,00332,0151025534-0151044553,2000-335T20:14:59,2000-336T01:31:58,30,4,270,270,table5,MSI_HighSoGlobals_335,Continuous tailored global mosaics for 1.1 rotations,globalmovies.txt,msi_highsoglobals_335.gif,,
193 km,-57.9,MSI_NLRide_336,2000-336,00332,0151045934-0151049616,2000-336T01:54:59,2000-336T02:56:21,30,4,21,22,table5,MSI_NLRide_336,Point nadir and take NLR support images,,msi_nlride_336.gif,,
,,OPN_336A_KL,2000-336,00332,0151050344-0151051026,2000-336T03:08:29,2000-336T03:19:51,27,4,12,0,table5,OPN_336A_KL,3x4 mosaic,opnav.txt,opn_336a_kl.gif,,
,,MSI_StarCal_336,2000-336,00332,0151052114-0151052120,2000-336T03:37:59,2000-336T03:38:05,29,0,4,0,lossless,MSI_StarCal_336,Point 90 deg off-nadir for temp vs pointing ,,msi_starcal_336.gif,,
,,MSI_RegGlobal_336,2000-336,00332,0151054034-0151054966,2000-336T04:09:59,2000-336T04:25:31,30,4,16,16,table5,MSI_RegGlobal_336,4x4 image of region,,msi_regglobal_336.gif,,
,,MSI_7ColorMidSo_336a,2000-336,00332,0151056434-0151057193,2000-336T04:49:59,2000-336T05:02:38,"22,21","1,2,3,4,5,6,7",35,40,lossless,MSI_7ColorMidSo_336a,2x2 Mosaic with center frame in 7 filters,color200.txt,msi_7colormidso_336a.gif,,
,,MSI_7ColorMidSo_336b,2000-336,00332,0151065134-0151065893,2000-336T07:14:59,2000-336T07:27:38,"22,21","1,2,3,4,5,6,7",35,40,lossless,MSI_7ColorMidSo_336b,2x2 Mosaic with center frame in 7 filters,color200.txt,msi_7colormidso_336b.gif,,
,,OPN_336B_KL,2000-336,00332,0151067144-0151067826,2000-336T07:48:29,2000-336T07:59:51,27,4,12,0,table5,OPN_336B_KL,3x4 mosaic,opnav.txt,opn_336b_kl.gif,,
,,MSI_Flyover_336,2000-336,00332,0151068644-0151083302,2000-336T08:13:29,2000-336T12:17:47,30,4,230,230,table5,MSI_Flyover_336,Filter 4 images taken as asteroid moves across FOV,flyover.txt,msi_flyover_336.gif,,
,,OPN_336C_KL,2000-336,00332,0151094564-0151095246,2000-336T15:25:29,2000-336T15:36:51,27,4,12,0,table5,OPN_336C_KL,3x4 mosaic,opnav.txt,opn_336c_kl.gif,,
,,OPN_337A_KL,2000-337,00332,0151138244-0151138926,2000-337T03:33:29,2000-337T03:44:51,27,4,12,0,table5,OPN_337A_KL,3x4 mosaic,opnav.txt,opn_337a_kl.gif,,
196 km,-58.4,MSI_ParkStar_337,2000-337,00332,0151143494-0151143500,2000-337T05:00:59,2000-337T05:01:05,29,0,4,0,lossless,MSI_ParkStar_337,Take images during ParkMode for temp vs pt,,.,,
,,MSI_MidSoGlobals_337,2000-337,00332,0151148434-0151165548,2000-337T06:23:19,2000-337T11:08:33,30,4,248,248,table5,MSI_MidSoGlobals_337,Continuous tailored global mosaics for 0.95 rotations,globalmovies.txt,msi_midsoglobals_337.gif,,
,,OPN_337B_KL,2000-337,00332,0151169144-0151169826,2000-337T12:08:29,2000-337T12:19:51,27,4,12,0,table5,OPN_337B_KL,3x4 mosaic,opnav.txt,opn_337b_kl.gif,,
,,MSI_NLRide_337,2000-337,00332,0151180034-0151182236,2000-337T15:09:59,2000-337T15:46:41,30,4,12,12,table5,MSI_NLRide_337,Point nadir and take NLR support images,,msi_nlride_337.gif,,
,,MSI_7Color_Equat_337a,2000-337,00332,0151186034-0151186793,2000-337T16:49:59,2000-337T17:02:38,"22,21","1,2,3,4,5,6,7",35,40,lossless,MSI_7Color_Equat_337a,2x2 Mosaic with center frame in 7 filters,color200.txt,msi_7color_equat_337a.gif,,
,,MSI_7Color_Equat_337b,2000-337,00332,0151188134-0151188893,2000-337T17:24:59,2000-337T17:37:38,"22,21","1,2,3,4,5,6,7",35,40,lossless,MSI_7Color_Equat_337b,2x2 Mosaic with center frame in 7 filters,color200.txt,msi_7color_equat_337b.gif,,
,,OPN_337C_KL,2000-337,00332,0151191764-0151192446,2000-337T18:25:29,2000-337T18:36:51,27,4,12,0,table5,OPN_337C_KL,3x4 mosaic,opnav.txt,opn_337c_kl.gif,,
,,OPN_338A_KL,2000-338,00332,0151223744-0151224426,2000-338T03:18:29,2000-338T03:29:51,27,4,12,0,table5,OPN_338A_KL,3x4 mosaic,opnav.txt,opn_338a_kl.gif,,
,,MSI_Flyover_338a,2000-338,00332,0151225244-0151245358,2000-338T03:43:29,2000-338T09:18:43,30,4,420,420,table5,MSI_Flyover_338a,Filter 4 images taken as asteroid moves across FOV,flyover.txt,msi_flyover_338a.gif,,
,,MSI_RegGlobal_338,2000-338,00332,0151246034-0151246966,2000-338T09:29:59,2000-338T09:45:31,30,4,16,16,table5,MSI_RegGlobal_338,4x4 image of region,,msi_regglobal_338.gif,,
198 km,-58.9,MSI_NLRide_338,2000-338,00332,0151247834-0151251746,2000-338T09:59:59,2000-338T11:05:11,30,4,24,24,table5,MSI_NLRide_338,Point nadir and take NLR support images,,msi_nlride_338.gif,,
,,OPN_338B_KL,2000-338,00332,0151252364-0151253046,2000-338T11:15:29,2000-338T11:26:51,27,4,12,0,table5,OPN_338B_KL,3x4 mosaic,opnav.txt,opn_338b_kl.gif,,
,,OPN_338C_KL,2000-338,00332,0151284044-0151284726,2000-338T20:03:29,2000-338T20:14:51,27,4,12,0,table5,OPN_338C_KL,3x4 mosaic,opnav.txt,opn_338c_kl.gif,,
,,MSI_ParkStar_338,2000-338,00332,0151289294-0151289300,2000-338T21:30:59,2000-338T21:31:05,29,0,4,0,lossless,MSI_ParkStar_338,Take images during ParkMode for temp vs pt,,msi_parkstar_338.gif,,
,,MSI_Flyover_338b,2000-338,00332,0151295144-0151314696,2000-338T23:08:29,2000-339T04:34:21,30,4,392,392,table5,MSI_Flyover_338b,Filter 4 images taken as asteroid moves across FOV,flyover.txt,msi_flyover_338b.gif,,
,,OPN_339A_KL,2000-339,00332,0151315544-0151316226,2000-339T04:48:29,2000-339T04:59:51,27,4,12,0,table5,OPN_339A_KL,3x4 mosaic,opnav.txt,opn_339a_kl.gif,,
,,MSI_RegGlobal_339,2000-339,00332,0151317134-0151318066,2000-339T05:14:59,2000-339T05:30:31,30,4,16,16,table5,MSI_RegGlobal_339,4x4 image of region,,msi_regglobal_339.gif,,
,,MSI_NLRIide_339,2000-339,00332,0151328234-0151330436,2000-339T08:19:59,2000-339T08:56:41,30,4,12,12,table5,MSI_NLRIide_339,Point nadir and take NLR support images,,msi_nlride_339.gif,,
,,OPN_339B_KL,2000-339,00332,0151338764-0151339446,2000-339T11:15:29,2000-339T11:26:51,27,4,12,0,table5,OPN_339B_KL,3x4 mosaic,opnav.txt,opn_339b_kl.gif,,
,,OPN_339C_KL,2000-339,00339,0151370444-0151371126,2000-339T20:03:29,2000-339T20:14:51,27,4,12,0,table5,OPN_339C_KL,3x4 mosaic,opnav.txt,opn_339c_kl.gif,,
198 km,-59.5,MSI_ParkDarkStar_339,2000-339,00339,0151375754-0151375883,2000-339T21:31:59,2000-339T21:34:08,"29,1","0,7",8,0,lossless,MSI_ParkDarkStar_339,4 filter 0 images during ParkMode for temp vs pt; 4 filter 7 images for dark current,,.,,
,,MSI_Flyover_339,2000-339,00339,0151380934-0151410884,2000-339T22:58:19,2000-340T07:17:29,18,4,600,0,table5,MSI_Flyover_339,Filter 4 images taken as asteroid moves across FOV,flyover.txt,msi_flyover_339.gif,,
,,MSI_NLRide_340,2000-340,00339,0151414034-0151416236,2000-340T08:09:59,2000-340T08:46:41,30,4,12,12,table5,MSI_NLRide_340,Point nadir and take NLR support images,,msi_nlride_340.gif,,
,,OPN_340A_KL,2000-340,00339,0151424204-0151424886,2000-340T10:59:29,2000-340T11:10:51,27,4,12,0,table5,OPN_340A_KL,3x4 mosaic,opnav.txt,opn_340a_kl.gif,,
,,OPN_340B_KL,2000-340,00339,0151450844-0151451526,2000-340T18:23:29,2000-340T18:34:51,27,4,12,0,table5,OPN_340B_KL,3x4 mosaic,opnav.txt,opn_340b_kl.gif,,
,,MSI_ParkStar_340,2000-340,00339,0151456154-0151456160,2000-340T19:51:59,2000-340T19:52:05,29,0,4,0,lossless,MSI_ParkStar_340,Take images during ParkMode for temp vs pt,,.,,
,,OPN_341A_KL,2000-341,00339,0151478744-0151479426,2000-341T02:08:29,2000-341T02:19:51,27,4,12,0,table5,OPN_341A_KL,3x4 mosaic,opnav.txt,opn_341a_kl.gif,,
